1,26,9
2,31,3
3,93,4
4,88,2
5,66,2
6,69,5
7,84,8
8,85,2
9,100,3
10,25,1
11,1,6
12,70,10
13,57,4
14,90,9
15,11,2
16,86,2
17,78,4
18,32,7
19,54,9
20,10,6
21,41,6
22,68,2
23,78,4
24,78,10
25,90,10
26,29,6
27,19,5
28,40,5
29,67,3
30,63,5
31,84,5
32,42,2
33,22,2
34,39,5
35,41,7
36,45,7
37,45,1
38,80,10
39,69,9
40,42,1
41,26,6
42,51,9
43,50,8
44,12,9
45,4,5
46,46,2
47,38,10
48,81,3
49,13,2
50,57,3
51,20,5
52,62,2
53,47,7
54,62,4
55,81,9
56,59,6
57,80,9
58,76,2
59,67,1
60,75,10
61,53,7
62,24,9
63,81,9
64,89,4
65,74,4
66,20,2
67,78,8
68,98,4
69,67,2
70,93,6
71,65,8
72,46,4
73,69,8
74,23,5
75,2,2
76,7,4
77,32,8
78,81,8
79,11,9
80,31,8
81,90,4
82,50,1
83,100,5
84,50,7
85,86,6
86,86,4
87,25,10
88,5,1
89,48,10
90,24,2
91,69,2
92,91,3
93,28,2
94,30,8
95,62,4
96,37,5
97,65,7
98,30,2
99,62,10
100,34,9
101,81,4
102,43,8
103,79,3
104,25,7
105,57,3
106,59,10
107,94,8
108,33,8
109,91,4
110,81,8
111,12,7
112,6,6
113,87,9
114,23,8
115,72,10
116,2,9
117,3,1
118,83,2
119,52,3
120,30,2
121,50,5
122,39,1
123,14,1
124,9,2
125,64,6
126,90,10
127,56,3
128,23,10
129,39,6
130,85,4
131,1,2
132,85,3
133,1,3
134,50,3
135,83,10
136,25,9
137,50,4
138,8,8
139,38,10
140,9,7
141,65,9
142,50,10
143,70,9
144,80,8
145,45,3
146,97,4
147,45,7
148,17,10
149,68,10
150,71,3
151,34,4
152,78,8
153,72,10
154,83,8
155,40,2
156,12,7
157,78,5
158,1,3
159,31,9
160,84,7
161,58,10
162,11,2
163,8,9
164,88,6
165,57,3
166,12,9
167,37,5
168,27,1
169,79,5
170,14,6
171,60,2
172,96,8
173,16,6
174,31,1
175,68,2
176,52,3
177,72,6
178,25,8
179,23,9
180,99,10
181,52,7
182,50,10
183,70,8
184,27,2
185,92,10
186,36,8
187,52,3
188,12,9
189,25,6
190,47,6
191,61,5
192,92,10
193,62,7
194,74,4
195,44,5
196,67,4
197,66,2
198,41,8
199,40,5
200,84,5
201,40,1
202,77,3
203,73,4
204,41,5
205,59,7
206,62,7
207,75,10
208,70,6
209,82,2
210,97,3
211,11,7
212,39,4
213,97,8
214,75,4
215,8,9
216,31,9
217,80,1
218,59,3
219,52,1
220,97,4
221,65,3
222,12,6
223,88,3
224,60,10
225,98,8
226,79,9
227,68,6
228,40,2
229,49,3
230,87,9
231,85,4
232,7,2
233,11,6
234,37,3
235,95,5
236,6,10
237,71,4
238,33,8
239,73,2
240,86,6
241,84,9
242,91,4
243,92,1
244,66,1
245,31,1
246,28,9
247,46,3
248,26,5
249,22,9
250,20,2
251,32,10
252,15,3
253,80,3
254,99,1
255,16,2
256,92,5
257,83,4
258,73,5
259,58,1
260,69,8
261,61,5
262,44,7
263,98,9
264,55,3
265,5,8
266,43,5
267,63,8
268,84,1
269,48,9
270,54,3
271,90,9
272,76,2
273,45,3
274,41,9
275,5,8
276,41,1
277,41,7
278,10,9
279,14,1
280,88,8
281,54,2
282,54,5
283,57,1
284,98,10
285,9,10
286,12,1
287,29,2
288,66,2
289,82,4
290,68,9
291,67,8
292,81,7
293,99,7
294,55,6
295,55,7
296,57,2
297,52,5
298,92,4
299,60,3
300,20,7
301,95,6
302,36,5
303,98,9
304,27,2
305,61,10
306,94,3
307,15,2
308,72,9
309,88,6
310,14,2
311,48,8
312,40,4
313,40,5
314,29,9
315,7,6
316,86,5
317,50,1
318,11,2
319,11,10
320,32,9
321,75,3
322,86,7
323,72,9
324,55,5
325,42,4
326,67,1
327,37,4
328,36,6
329,74,7
330,84,9
331,64,1
332,4,1
333,53,7
334,27,7
335,3,5
336,18,4
337,46,9
338,51,7
339,100,10
340,54,3
341,27,5
342,21,3
343,16,10
344,88,8
345,23,3
346,27,6
347,54,5
348,30,6
349,43,9
350,62,1
351,23,8
352,7,2
353,63,6
354,75,10
355,10,9
356,72,4
357,59,3
358,55,3
359,73,10
360,94,8
361,12,4
362,69,1
363,100,2
364,2,9
365,35,6
366,2,1
367,83,10
368,47,3
369,68,4
370,77,4
371,45,1
372,77,6
373,38,7
374,4,5
375,66,7
376,58,9
377,95,2
378,90,2
379,71,1
380,41,10
381,52,7
382,37,6
383,12,10
384,34,9
385,69,2
386,33,7
387,7,5
388,50,5
389,26,5
390,87,7
391,35,7
392,23,2
393,8,10
394,43,1
395,85,5
396,65,8
397,67,1
398,28,6
399,63,2
400,99,4
401,75,1
402,43,10
403,2,6
404,6,6
405,33,4
406,48,6
407,15,1
408,56,1
409,7,3
410,64,5
411,25,7
412,44,5
413,79,4
414,52,8
415,41,4
416,11,2
417,29,3
418,95,9
419,62,5
420,39,3
421,77,3
422,61,4
423,78,8
424,51,8
425,18,7
426,91,10
427,17,4
428,46,6
429,69,2
430,38,3
431,47,7
432,16,3
433,29,8
434,28,1
435,52,5
436,3,1
437,44,8
438,4,5
439,47,8
440,79,8
441,75,7
442,3,10
443,58,10
444,78,3
445,39,4
446,100,8
447,45,4
448,45,10
449,56,2
450,7,10
451,18,6
452,10,7
453,52,7
454,92,2
455,5,9
456,48,2
457,69,2
458,64,4
459,89,8
460,92,9
461,68,1
462,93,1
463,27,1
464,92,8
465,86,4
466,73,6
467,48,9
468,47,5
469,30,2
470,6,1
471,36,5
472,1,4
473,72,3
474,72,2
475,68,1
476,73,5
477,45,2
478,16,9
479,33,1
480,80,1
481,17,4
482,6,4
483,70,2
484,59,10
485,94,8
486,36,1
487,28,3
488,11,3
489,6,3
490,79,5
491,86,8
492,65,5
493,38,7
494,17,8
495,92,7
496,24,6
497,35,6
498,85,4
499,2,5
500,76,2
501,55,2
502,21,2
503,14,1
504,12,10
505,85,10
506,78,5
507,84,2
508,27,4
509,78,9
510,46,6
511,94,1
512,87,10
513,63,3
514,95,7
515,59,4
516,59,3
517,24,8
518,53,10
519,1,7
520,34,1
521,95,1
522,19,5
523,83,5
524,68,4
525,33,7
526,8,7
527,80,10
528,21,7
529,46,8
530,73,2
531,1,9
532,63,4
533,26,1
534,91,3
535,39,1
536,63,5
537,50,3
538,71,9
539,28,4
540,25,9
541,54,8
542,95,8
543,20,2
544,86,6
545,28,6
546,99,7
547,51,1
548,64,2
549,31,4
550,47,3
551,43,9
552,12,9
553,3,4
554,67,6
555,24,4
556,78,1
557,90,2
558,35,7
559,15,6
560,24,6
561,35,3
562,51,9
563,50,10
564,96,9
565,36,2
566,30,7
567,38,4
568,16,1
569,60,4
570,43,5
571,51,5
572,48,2
573,70,10
574,69,5
575,83,2
576,87,2
577,28,4
578,17,6
579,19,3
580,9,8
581,41,8
582,11,1
583,19,6
584,72,2
585,36,7
586,29,3
587,24,3
588,35,2
589,96,2
590,99,1
591,9,7
592,76,6
593,42,8
594,50,3
595,38,1
596,8,10
597,7,4
598,81,4
599,53,2
600,51,4
601,21,2
602,27,7
603,74,3
604,66,6
605,76,7
606,96,6
607,12,6
608,55,1
609,25,8
610,10,10
611,32,8
612,17,8
613,29,1
614,10,2
615,58,2
616,24,5
617,56,7
618,82,4
619,39,10
620,33,6
621,81,7
622,53,10
623,35,7
624,86,8
625,23,2
626,39,10
627,26,6
628,47,5
629,27,10
630,75,1
631,58,9
632,9,2
633,44,1
634,33,5
635,77,6
636,40,7
637,81,7
638,58,10
639,14,6
640,48,4
641,2,8
642,55,10
643,81,6
644,94,2
645,46,7
646,82,8
647,17,4
648,43,9
649,1,2
650,10,1
651,85,2
652,93,3
653,89,6
654,53,8
655,12,6
656,100,1
657,69,3
658,4,5
659,35,7
660,33,2
661,83,9
662,73,6
663,55,1
664,53,10
665,77,5
666,58,5
667,58,1
668,91,4
669,78,9
670,100,6
671,65,10
672,34,7
673,83,4
674,66,10
675,26,10
676,63,8
677,67,4
678,47,1
679,47,5
680,77,2
681,91,9
682,52,5
683,65,8
684,98,5
685,56,2
686,74,10
687,20,6
688,36,6
689,61,4
690,82,6
691,87,8
692,30,3
693,39,10
694,62,4
695,90,8
696,41,6
697,94,5
698,50,8
699,99,3
700,59,2
701,11,8
702,38,3
703,71,4
704,87,7
705,12,7
706,12,8
707,73,4
708,93,5
709,78,6
710,60,2
711,35,9
712,39,2
713,8,8
714,26,5
715,22,4
716,41,6
717,94,8
718,59,10
719,21,6
720,28,7
721,45,4
722,89,7
723,31,3
724,33,2
725,16,10
726,30,6
727,43,3
728,77,9
729,67,6
730,41,10
731,16,1
732,72,3
733,43,10
734,89,6
735,83,10
736,39,1
737,15,2
738,78,7
739,23,3
740,36,10
741,75,10
742,29,8
743,34,9
744,84,7
745,41,8
746,97,8
747,2,1
748,5,1
749,20,3
750,92,6
751,88,2
752,15,3
753,63,7
754,8,7
755,5,6
756,21,2
757,95,8
758,65,8
759,77,1
760,92,3
761,53,5
762,26,8
763,26,6
764,78,2
765,31,5
766,6,2
767,73,9
768,55,1
769,56,7
770,18,1
771,10,8
772,95,6
773,43,8
774,45,3
775,72,10
776,68,4
777,39,4
778,35,1
779,80,8
780,81,9
781,53,3
782,28,1
783,70,1
784,62,10
785,58,1
786,54,3
787,6,2
788,22,3
789,28,3
790,97,7
791,97,5
792,28,7
793,20,1
794,77,6
795,96,1
796,77,6
797,13,2
798,43,1
799,61,6
800,64,10
801,22,6
802,94,4
803,28,9
804,33,3
805,97,3
806,90,6
807,49,2
808,82,8
809,58,9
810,3,3
811,40,8
812,9,1
813,5,6
814,84,4
815,21,9
816,70,2
817,33,8
818,3,6
819,69,8
820,62,6
821,73,3
822,52,5
823,50,2
824,80,2
825,20,1
826,34,6
827,11,9
828,49,4
829,78,9
830,82,8
831,97,4
832,22,9
833,75,1
834,79,2
835,60,3
836,8,4
837,8,4
838,44,3
839,15,10
840,96,1
841,86,4
842,29,7
843,46,7
844,31,10
845,78,7
846,77,5
847,54,3
848,9,10
849,61,10
850,35,10
851,25,5
852,76,5
853,74,3
854,71,10
855,65,7
856,66,2
857,86,2
858,43,8
859,38,5
860,11,10
861,40,4
862,95,5
863,80,10
864,7,8
865,54,6
866,86,8
867,100,8
868,51,1
869,86,7
870,12,5
871,66,3
872,71,5
873,9,2
874,65,2
875,21,9
876,89,5
877,86,10
878,10,7
879,51,5
880,19,2
881,64,2
882,96,1
883,12,8
884,75,3
885,81,5
886,98,8
887,22,6
888,50,5
889,36,1
890,26,7
891,36,6
892,31,8
893,15,10
894,95,4
895,88,4
896,24,9
897,19,4
898,29,7
899,94,10
900,22,10
901,17,2
902,60,8
903,96,2
904,74,2
905,100,5
906,56,7
907,4,8
908,48,10
909,18,7
910,28,1
911,43,8
912,72,3
913,84,7
914,91,10
915,74,10
916,68,1
917,16,1
918,27,9
919,94,10
920,60,5
921,64,1
922,40,10
923,14,2
924,33,10
925,1,1
926,87,5
927,4,10
928,53,6
929,1,2
930,56,6
931,70,3
932,67,10
933,19,5
934,26,6
935,61,10
936,35,3
937,5,9
938,30,10
939,28,2
940,87,3
941,32,4
942,15,7
943,98,7
944,78,1
945,62,10
946,80,1
947,7,3
948,75,7
949,2,8
950,40,3
951,22,7
952,91,8
953,47,4
954,29,10
955,32,10
956,92,6
957,92,2
958,65,2
959,63,10
960,47,2
961,99,9
962,56,1
963,32,10
964,61,7
965,8,9
966,12,10
967,76,6
968,93,3
969,13,2
970,64,10
971,68,7
972,66,1
973,5,4
974,7,4
975,95,7
976,11,10
977,84,9
978,59,2
979,15,8
980,62,10
981,25,3
982,21,10
983,42,4
984,20,3
985,38,9
986,96,1
987,17,3
988,54,6
989,65,6
990,69,1
991,34,9
992,39,5
993,28,2
994,61,3
995,24,6
996,45,8
997,92,7
998,14,8
999,8,7
1000,58,7
